관측소명:영종대교
위도:37.545556
경도:126.584444
관측시간	조위(cm)	수온(℃)	염분(PSU)	유의파고(m)	유의파주기(sec)	최대파고(m)	최대파주기(sec)	풍속(m/s)		풍향(deg)	기온(℃)	기압(hPa)	시정(m)	
2023/04/01 00:48:00	534	-	-	-	-	-	-	-	-	-	-	1017.0	-	
2023/04/01 00:49:00	534	-	-	-	-	-	-	-	-	-	-	1017.0	-	
2023/04/01 00:50:00	535	-	-	-	-	-	-	-	-	-	-	1017.0	-	
2023/04/01 00:51:00	536	-	-	-	-	-	-	-	-	-	-	1017.0	-	
2023/04/01 00:52:00	536	-	-	-	-	-	-	-	-	-	-	1017.0	-	
2023/04/01 00:53:00	537	-	-	-	-	-	-	-	-	-	-	1017.0	-	
2023/04/01 00:54:00	537	-	-	-	-	-	-	-	-	-	-	1017.0	-	
2023/04/01 00:55:00	538	-	-	-	-	-	-	-	-	-	-	1017.0	-	
2023/04/01 00:56:00	539	-	-	-	-	-	-	-	-	-	-	1017.0	-	
2023/04/01 00:57:00	539	-	-	-	-	-	-	-	-	-	-	1017.0	-	
2023/04/01 00:58:00	539	-	-	-	-	-	-	-	-	-	-	1017.0	-	
2023/04/01 00:59:00	540	-	-	-	-	-	-	-	-	-	-	1017.1	-	
2023/04/01 01:00:00	541	-	-	-	-	-	-	-	-	-	-	1017.1	-	
2023/04/01 01:01:00	541	-	-	-	-	-	-	-	-	-	-	1017.1	-	
2023/04/01 01:02:00	542	-	-	-	-	-	-	-	-	-	-	1017.0	-	
2023/04/01 01:03:00	542	-	-	-	-	-	-	-	-	-	-	1017.0	-	
2023/04/01 01:04:00	543	-	-	-	-	-	-	-	-	-	-	1017.0	-	
2023/04/01 01:05:00	544	-	-	-	-	-	-	-	-	-	-	1017.0	-	
2023/04/01 01:06:00	544	-	-	-	-	-	-	-	-	-	-	1017.0	-	
2023/04/01 01:07:00	545	-	-	-	-	-	-	-	-	-	-	1017.0	-	
2023/04/01 01:08:00	545	-	-	-	-	-	-	-	-	-	-	1017.0	-	
2023/04/01 01:09:00	545	-	-	-	-	-	-	-	-	-	-	1017.0	-	
2023/04/01 01:10:00	546	-	-	-	-	-	-	-	-	-	-	1017.0	-	
2023/04/01 01:11:00	546	-	-	-	-	-	-	-	-	-	-	1017.0	-	
2023/04/01 01:12:00	547	-	-	-	-	-	-	-	-	-	-	1017.0	-	
2023/04/01 01:13:00	547	-	-	-	-	-	-	-	-	-	-	1017.0	-	
2023/04/01 01:14:00	548	-	-	-	-	-	-	-	-	-	-	1017.0	-	
2023/04/01 01:15:00	548	-	-	-	-	-	-	-	-	-	-	1017.0	-	
2023/04/01 01:16:00	548	-	-	-	-	-	-	-	-	-	-	1017.0	-	
2023/04/01 01:17:00	549	-	-	-	-	-	-	-	-	-	-	1017.0	-	
2023/04/01 01:18:00	549	-	-	-	-	-	-	-	-	-	-	1017.0	-	
2023/04/01 01:19:00	549	-	-	-	-	-	-	-	-	-	-	1017.0	-	
2023/04/01 01:20:00	550	-	-	-	-	-	-	-	-	-	-	1017.0	-	
2023/04/01 01:21:00	550	-	-	-	-	-	-	-	-	-	-	1017.0	-	
2023/04/01 01:22:00	550	-	-	-	-	-	-	-	-	-	-	1017.0	-	
2023/04/01 01:23:00	550	-	-	-	-	-	-	-	-	-	-	1017.0	-	
2023/04/01 01:24:00	551	-	-	-	-	-	-	-	-	-	-	1017.0	-	
2023/04/01 01:25:00	551	-	-	-	-	-	-	-	-	-	-	1017.0	-	
2023/04/01 01:26:00	551	-	-	-	-	-	-	-	-	-	-	1017.0	-	
2023/04/01 01:27:00	552	-	-	-	-	-	-	-	-	-	-	1017.0	-	
2023/04/01 01:28:00	552	-	-	-	-	-	-	-	-	-	-	1017.0	-	
2023/04/01 01:29:00	552	-	-	-	-	-	-	-	-	-	-	1017.0	-	
2023/04/01 01:30:00	552	-	-	-	-	-	-	-	-	-	-	1017.0	-	
2023/04/01 01:31:00	552	-	-	-	-	-	-	-	-	-	-	1017.0	-	
2023/04/01 01:32:00	552	-	-	-	-	-	-	-	-	-	-	1017.0	-	
2023/04/01 01:33:00	553	-	-	-	-	-	-	-	-	-	-	1017.0	-	
2023/04/01 01:34:00	553	-	-	-	-	-	-	-	-	-	-	1017.0	-	
2023/04/01 01:35:00	553	-	-	-	-	-	-	-	-	-	-	1017.0	-	
2023/04/01 01:36:00	553	-	-	-	-	-	-	-	-	-	-	1017.1	-	
2023/04/01 01:37:00	553	-	-	-	-	-	-	-	-	-	-	1017.1	-	
2023/04/01 01:38:00	553	-	-	-	-	-	-	-	-	-	-	1017.1	-	
2023/04/01 01:39:00	553	-	-	-	-	-	-	-	-	-	-	1017.1	-	
2023/04/01 01:40:00	554	-	-	-	-	-	-	-	-	-	-	1017.1	-	
2023/04/01 01:41:00	554	-	-	-	-	-	-	-	-	-	-	1017.1	-	
2023/04/01 01:42:00	554	-	-	-	-	-	-	-	-	-	-	1017.1	-	
2023/04/01 01:43:00	554	-	-	-	-	-	-	-	-	-	-	1017.1	-	
2023/04/01 01:44:00	554	-	-	-	-	-	-	-	-	-	-	1017.1	-	
2023/04/01 01:45:00	554	-	-	-	-	-	-	-	-	-	-	1017.1	-	
2023/04/01 01:46:00	554	-	-	-	-	-	-	-	-	-	-	1017.1	-	
2023/04/01 01:47:00	554	-	-	-	-	-	-	-	-	-	-	1017.1	-	
2023/04/01 01:48:00	554	-	-	-	-	-	-	-	-	-	-	1017.1	-	
2023/04/01 01:49:00	554	-	-	-	-	-	-	-	-	-	-	1017.1	-	
2023/04/01 01:50:00	554	-	-	-	-	-	-	-	-	-	-	1017.1	-	
2023/04/01 01:51:00	554	-	-	-	-	-	-	-	-	-	-	1017.1	-	
2023/04/01 01:52:00	554	-	-	-	-	-	-	-	-	-	-	1017.1	-	
2023/04/01 01:53:00	554	-	-	-	-	-	-	-	-	-	-	1017.1	-	
2023/04/01 01:54:00	554	-	-	-	-	-	-	-	-	-	-	1017.1	-	
2023/04/01 01:55:00	554	-	-	-	-	-	-	-	-	-	-	1017.1	-	
2023/04/01 01:56:00	554	-	-	-	-	-	-	-	-	-	-	1017.1	-	
2023/04/01 01:57:00	554	-	-	-	-	-	-	-	-	-	-	1017.1	-	
2023/04/01 01:58:00	554	-	-	-	-	-	-	-	-	-	-	1017.1	-	
2023/04/01 01:59:00	554	-	-	-	-	-	-	-	-	-	-	1017.1	-	
2023/04/01 02:00:00	554	-	-	-	-	-	-	-	-	-	-	1017.1	-	
2023/04/01 02:01:00	554	-	-	-	-	-	-	-	-	-	-	1017.1	-	
2023/04/01 02:02:00	554	-	-	-	-	-	-	-	-	-	-	1017.1	-	
2023/04/01 02:03:00	554	-	-	-	-	-	-	-	-	-	-	1017.1	-	
2023/04/01 02:04:00	554	-	-	-	-	-	-	-	-	-	-	1017.1	-	
2023/04/01 02:05:00	554	-	-	-	-	-	-	-	-	-	-	1017.1	-	
2023/04/01 02:06:00	553	-	-	-	-	-	-	-	-	-	-	1017.1	-	
2023/04/01 02:07:00	553	-	-	-	-	-	-	-	-	-	-	1017.0	-	
2023/04/01 02:08:00	553	-	-	-	-	-	-	-	-	-	-	1017.0	-	
2023/04/01 02:09:00	553	-	-	-	-	-	-	-	-	-	-	1017.0	-	
2023/04/01 02:10:00	553	-	-	-	-	-	-	-	-	-	-	1017.0	-	
2023/04/01 02:11:00	553	-	-	-	-	-	-	-	-	-	-	1017.0	-	
2023/04/01 02:12:00	552	-	-	-	-	-	-	-	-	-	-	1017.0	-	
2023/04/01 02:13:00	552	-	-	-	-	-	-	-	-	-	-	1017.0	-	
2023/04/01 02:14:00	552	-	-	-	-	-	-	-	-	-	-	1017.0	-	
2023/04/01 02:15:00	552	-	-	-	-	-	-	-	-	-	-	1017.1	-	
2023/04/01 02:16:00	552	-	-	-	-	-	-	-	-	-	-	1017.1	-	
2023/04/01 02:17:00	552	-	-	-	-	-	-	-	-	-	-	1017.1	-	
2023/04/01 02:18:00	551	-	-	-	-	-	-	-	-	-	-	1017.1	-	
2023/04/01 02:19:00	551	-	-	-	-	-	-	-	-	-	-	1017.1	-	
2023/04/01 02:20:00	551	-	-	-	-	-	-	-	-	-	-	1017.1	-	
2023/04/01 02:21:00	550	-	-	-	-	-	-	-	-	-	-	1017.1	-	
2023/04/01 02:22:00	550	-	-	-	-	-	-	-	-	-	-	1017.0	-	
2023/04/01 02:23:00	550	-	-	-	-	-	-	-	-	-	-	1017.0	-	
2023/04/01 02:24:00	549	-	-	-	-	-	-	-	-	-	-	1017.0	-	
2023/04/01 02:25:00	549	-	-	-	-	-	-	-	-	-	-	1017.0	-	
2023/04/01 02:26:00	549	-	-	-	-	-	-	-	-	-	-	1017.0	-	
2023/04/01 02:27:00	549	-	-	-	-	-	-	-	-	-	-	1017.0	-	
2023/04/01 02:28:00	549	-	-	-	-	-	-	-	-	-	-	1017.0	-	
2023/04/01 02:29:00	548	-	-	-	-	-	-	-	-	-	-	1017.0	-	
2023/04/01 02:30:00	547	-	-	-	-	-	-	-	-	-	-	1017.0	-	
2023/04/01 02:31:00	547	-	-	-	-	-	-	-	-	-	-	1017.0	-	
2023/04/01 02:32:00	547	-	-	-	-	-	-	-	-	-	-	1017.0	-	
2023/04/01 02:33:00	546	-	-	-	-	-	-	-	-	-	-	1017.0	-	
2023/04/01 02:34:00	546	-	-	-	-	-	-	-	-	-	-	1017.0	-	
2023/04/01 02:35:00	545	-	-	-	-	-	-	-	-	-	-	1017.0	-	
2023/04/01 02:36:00	545	-	-	-	-	-	-	-	-	-	-	1017.0	-	
2023/04/01 02:37:00	545	-	-	-	-	-	-	-	-	-	-	1017.0	-	
2023/04/01 02:38:00	545	-	-	-	-	-	-	-	-	-	-	1017.0	-	
2023/04/01 02:39:00	544	-	-	-	-	-	-	-	-	-	-	1017.0	-	
2023/04/01 02:40:00	544	-	-	-	-	-	-	-	-	-	-	1017.0	-	
2023/04/01 02:41:00	544	-	-	-	-	-	-	-	-	-	-	1017.0	-	
2023/04/01 02:42:00	543	-	-	-	-	-	-	-	-	-	-	1017.0	-	
2023/04/01 02:43:00	543	-	-	-	-	-	-	-	-	-	-	1016.9	-	
2023/04/01 02:44:00	542	-	-	-	-	-	-	-	-	-	-	1016.9	-	
2023/04/01 02:45:00	542	-	-	-	-	-	-	-	-	-	-	1016.9	-	
2023/04/01 02:46:00	542	-	-	-	-	-	-	-	-	-	-	1016.9	-	
2023/04/01 02:47:00	541	-	-	-	-	-	-	-	-	-	-	1016.9	-	
2023/04/01 02:48:00	541	-	-	-	-	-	-	-	-	-	-	1016.9	-	
2023/04/01 02:49:00	540	-	-	-	-	-	-	-	-	-	-	1016.9	-	
2023/04/01 02:50:00	540	-	-	-	-	-	-	-	-	-	-	1016.9	-	
2023/04/01 02:51:00	539	-	-	-	-	-	-	-	-	-	-	1016.9	-	
2023/04/01 02:52:00	539	-	-	-	-	-	-	-	-	-	-	1016.8	-	
2023/04/01 02:53:00	538	-	-	-	-	-	-	-	-	-	-	1016.8	-	
2023/04/01 02:54:00	537	-	-	-	-	-	-	-	-	-	-	1016.8	-	
2023/04/01 02:55:00	537	-	-	-	-	-	-	-	-	-	-	1016.8	-	
2023/04/01 02:56:00	536	-	-	-	-	-	-	-	-	-	-	1016.8	-	
2023/04/01 02:57:00	536	-	-	-	-	-	-	-	-	-	-	1016.8	-	
2023/04/01 02:58:00	535	-	-	-	-	-	-	-	-	-	-	1016.7	-	
2023/04/01 02:59:00	534	-	-	-	-	-	-	-	-	-	-	1016.7	-	
2023/04/01 03:00:00	534	-	-	-	-	-	-	-	-	-	-	1016.7	-	
2023/04/01 03:01:00	533	-	-	-	-	-	-	-	-	-	-	1016.7	-	
2023/04/01 03:02:00	533	-	-	-	-	-	-	-	-	-	-	1016.7	-	
2023/04/01 03:03:00	532	-	-	-	-	-	-	-	-	-	-	1016.7	-	
2023/04/01 03:04:00	531	-	-	-	-	-	-	-	-	-	-	1016.7	-	
2023/04/01 03:05:00	531	-	-	-	-	-	-	-	-	-	-	1016.7	-	
2023/04/01 03:06:00	530	-	-	-	-	-	-	-	-	-	-	1016.7	-	
2023/04/01 03:07:00	529	-	-	-	-	-	-	-	-	-	-	1016.6	-	
2023/04/01 03:08:00	529	-	-	-	-	-	-	-	-	-	-	1016.6	-	
2023/04/01 03:09:00	528	-	-	-	-	-	-	-	-	-	-	1016.6	-	
2023/04/01 03:10:00	528	-	-	-	-	-	-	-	-	-	-	1016.6	-	
2023/04/01 03:11:00	527	-	-	-	-	-	-	-	-	-	-	1016.6	-	
2023/04/01 03:12:00	526	-	-	-	-	-	-	-	-	-	-	1016.6	-	
2023/04/01 03:13:00	526	-	-	-	-	-	-	-	-	-	-	1016.6	-	
2023/04/01 03:14:00	525	-	-	-	-	-	-	-	-	-	-	1016.6	-	
2023/04/01 03:15:00	524	-	-	-	-	-	-	-	-	-	-	1016.6	-	
2023/04/01 03:16:00	524	-	-	-	-	-	-	-	-	-	-	1016.6	-	
2023/04/01 03:17:00	523	-	-	-	-	-	-	-	-	-	-	1016.6	-	
2023/04/01 03:18:00	522	-	-	-	-	-	-	-	-	-	-	1016.6	-	
2023/04/01 03:19:00	521	-	-	-	-	-	-	-	-	-	-	1016.6	-	
2023/04/01 03:20:00	521	-	-	-	-	-	-	-	-	-	-	1016.6	-	
2023/04/01 03:21:00	520	-	-	-	-	-	-	-	-	-	-	1016.6	-	
2023/04/01 03:22:00	519	-	-	-	-	-	-	-	-	-	-	1016.6	-	
2023/04/01 03:23:00	519	-	-	-	-	-	-	-	-	-	-	1016.6	-	
2023/04/01 03:24:00	518	-	-	-	-	-	-	-	-	-	-	1016.6	-	
2023/04/01 03:25:00	517	-	-	-	-	-	-	-	-	-	-	1016.6	-	
2023/04/01 03:26:00	516	-	-	-	-	-	-	-	-	-	-	1016.6	-	
2023/04/01 03:27:00	515	-	-	-	-	-	-	-	-	-	-	1016.6	-	
2023/04/01 03:28:00	515	-	-	-	-	-	-	-	-	-	-	1016.6	-	
2023/04/01 03:29:00	514	-	-	-	-	-	-	-	-	-	-	1016.6	-	
2023/04/01 03:30:00	513	-	-	-	-	-	-	-	-	-	-	1016.6	-	
2023/04/01 03:31:00	512	-	-	-	-	-	-	-	-	-	-	1016.6	-	
2023/04/01 03:32:00	511	-	-	-	-	-	-	-	-	-	-	1016.6	-	
2023/04/01 03:33:00	510	-	-	-	-	-	-	-	-	-	-	1016.5	-	
2023/04/01 03:34:00	510	-	-	-	-	-	-	-	-	-	-	1016.5	-	
2023/04/01 03:35:00	509	-	-	-	-	-	-	-	-	-	-	1016.6	-	
2023/04/01 03:36:00	508	-	-	-	-	-	-	-	-	-	-	1016.6	-	
2023/04/01 03:37:00	507	-	-	-	-	-	-	-	-	-	-	1016.6	-	
2023/04/01 03:38:00	506	-	-	-	-	-	-	-	-	-	-	1016.6	-	
2023/04/01 03:39:00	505	-	-	-	-	-	-	-	-	-	-	1016.6	-	
2023/04/01 03:40:00	505	-	-	-	-	-	-	-	-	-	-	1016.6	-	
2023/04/01 03:41:00	504	-	-	-	-	-	-	-	-	-	-	1016.6	-	
2023/04/01 03:42:00	503	-	-	-	-	-	-	-	-	-	-	1016.6	-	
2023/04/01 03:43:00	502	-	-	-	-	-	-	-	-	-	-	1016.6	-	
2023/04/01 03:44:00	501	-	-	-	-	-	-	-	-	-	-	1016.6	-	
2023/04/01 03:45:00	500	-	-	-	-	-	-	-	-	-	-	1016.5	-	
2023/04/01 03:46:00	500	-	-	-	-	-	-	-	-	-	-	1016.5	-	
2023/04/01 03:47:00	499	-	-	-	-	-	-	-	-	-	-	1016.5	-	
2023/04/01 03:48:00	498	-	-	-	-	-	-	-	-	-	-	1016.5	-	
2023/04/01 03:49:00	497	-	-	-	-	-	-	-	-	-	-	1016.5	-	
2023/04/01 03:50:00	496	-	-	-	-	-	-	-	-	-	-	1016.5	-	
2023/04/01 03:51:00	495	-	-	-	-	-	-	-	-	-	-	1016.5	-	
2023/04/01 03:52:00	495	-	-	-	-	-	-	-	-	-	-	1016.5	-	
2023/04/01 03:53:00	494	-	-	-	-	-	-	-	-	-	-	1016.4	-	
2023/04/01 03:54:00	493	-	-	-	-	-	-	-	-	-	-	1016.4	-	
2023/04/01 03:55:00	493	-	-	-	-	-	-	-	-	-	-	1016.4	-	
2023/04/01 03:56:00	491	-	-	-	-	-	-	-	-	-	-	1016.4	-	
2023/04/01 03:57:00	490	-	-	-	-	-	-	-	-	-	-	1016.4	-	
2023/04/01 03:58:00	489	-	-	-	-	-	-	-	-	-	-	1016.4	-	
2023/04/01 03:59:00	488	-	-	-	-	-	-	-	-	-	-	1016.4	-	
2023/04/01 04:00:00	487	-	-	-	-	-	-	-	-	-	-	1016.4	-	
2023/04/01 04:01:00	486	-	-	-	-	-	-	-	-	-	-	1016.4	-	
2023/04/01 04:02:00	485	-	-	-	-	-	-	-	-	-	-	1016.4	-	
2023/04/01 04:03:00	484	-	-	-	-	-	-	-	-	-	-	1016.4	-	
2023/04/01 04:04:00	483	-	-	-	-	-	-	-	-	-	-	1016.4	-	
2023/04/01 04:05:00	482	-	-	-	-	-	-	-	-	-	-	1016.4	-	
2023/04/01 04:06:00	481	-	-	-	-	-	-	-	-	-	-	1016.4	-	
2023/04/01 04:07:00	480	-	-	-	-	-	-	-	-	-	-	1016.4	-	
2023/04/01 04:08:00	479	-	-	-	-	-	-	-	-	-	-	1016.4	-	
2023/04/01 04:09:00	478	-	-	-	-	-	-	-	-	-	-	1016.4	-	
2023/04/01 04:10:00	477	-	-	-	-	-	-	-	-	-	-	1016.4	-	
2023/04/01 04:11:00	476	-	-	-	-	-	-	-	-	-	-	1016.4	-	
2023/04/01 04:12:00	475	-	-	-	-	-	-	-	-	-	-	1016.4	-	
2023/04/01 04:13:00	474	-	-	-	-	-	-	-	-	-	-	1016.3	-	
2023/04/01 04:14:00	473	-	-	-	-	-	-	-	-	-	-	1016.3	-	
2023/04/01 04:15:00	472	-	-	-	-	-	-	-	-	-	-	1016.3	-	
2023/04/01 04:16:00	471	-	-	-	-	-	-	-	-	-	-	1016.3	-	
2023/04/01 04:17:00	470	-	-	-	-	-	-	-	-	-	-	1016.4	-	
2023/04/01 04:18:00	469	-	-	-	-	-	-	-	-	-	-	1016.4	-	
2023/04/01 04:19:00	468	-	-	-	-	-	-	-	-	-	-	1016.4	-	
2023/04/01 04:20:00	467	-	-	-	-	-	-	-	-	-	-	1016.4	-	
2023/04/01 04:21:00	466	-	-	-	-	-	-	-	-	-	-	1016.4	-	
2023/04/01 04:22:00	465	-	-	-	-	-	-	-	-	-	-	1016.4	-	
2023/04/01 04:23:00	464	-	-	-	-	-	-	-	-	-	-	1016.4	-	
2023/04/01 04:24:00	463	-	-	-	-	-	-	-	-	-	-	1016.4	-	
2023/04/01 04:25:00	463	-	-	-	-	-	-	-	-	-	-	1016.4	-	
2023/04/01 04:26:00	463	-	-	-	-	-	-	-	-	-	-	1016.4	-	
2023/04/01 04:27:00	461	-	-	-	-	-	-	-	-	-	-	1016.4	-	
2023/04/01 04:28:00	459	-	-	-	-	-	-	-	-	-	-	1016.4	-	
2023/04/01 04:29:00	458	-	-	-	-	-	-	-	-	-	-	1016.4	-	
2023/04/01 04:30:00	457	-	-	-	-	-	-	-	-	-	-	1016.4	-	
2023/04/01 04:31:00	456	-	-	-	-	-	-	-	-	-	-	1016.4	-	
2023/04/01 04:32:00	455	-	-	-	-	-	-	-	-	-	-	1016.4	-	
2023/04/01 04:33:00	454	-	-	-	-	-	-	-	-	-	-	1016.4	-	
2023/04/01 04:34:00	453	-	-	-	-	-	-	-	-	-	-	1016.4	-	
2023/04/01 04:35:00	452	-	-	-	-	-	-	-	-	-	-	1016.4	-	
2023/04/01 04:36:00	451	-	-	-	-	-	-	-	-	-	-	1016.4	-	
2023/04/01 04:37:00	450	-	-	-	-	-	-	-	-	-	-	1016.4	-	
2023/04/01 04:38:00	449	-	-	-	-	-	-	-	-	-	-	1016.4	-	
2023/04/01 04:39:00	448	-	-	-	-	-	-	-	-	-	-	1016.4	-	
2023/04/01 04:40:00	446	-	-	-	-	-	-	-	-	-	-	1016.4	-	
2023/04/01 04:41:00	445	-	-	-	-	-	-	-	-	-	-	1016.4	-	
2023/04/01 04:42:00	444	-	-	-	-	-	-	-	-	-	-	1016.4	-	
2023/04/01 04:43:00	443	-	-	-	-	-	-	-	-	-	-	1016.4	-	
2023/04/01 04:44:00	442	-	-	-	-	-	-	-	-	-	-	1016.4	-	
2023/04/01 04:45:00	441	-	-	-	-	-	-	-	-	-	-	1016.4	-	
2023/04/01 04:46:00	440	-	-	-	-	-	-	-	-	-	-	1016.4	-	
2023/04/01 04:47:00	439	-	-	-	-	-	-	-	-	-	-	1016.4	-	
2023/04/01 04:48:00	438	-	-	-	-	-	-	-	-	-	-	1016.4	-	
2023/04/01 04:49:00	437	-	-	-	-	-	-	-	-	-	-	1016.4	-	
2023/04/01 04:50:00	436	-	-	-	-	-	-	-	-	-	-	1016.4	-	
2023/04/01 04:51:00	435	-	-	-	-	-	-	-	-	-	-	1016.4	-	
2023/04/01 04:52:00	434	-	-	-	-	-	-	-	-	-	-	1016.4	-	
2023/04/01 04:53:00	432	-	-	-	-	-	-	-	-	-	-	1016.4	-	
2023/04/01 04:54:00	431	-	-	-	-	-	-	-	-	-	-	1016.4	-	
2023/04/01 04:55:00	430	-	-	-	-	-	-	-	-	-	-	1016.4	-	
2023/04/01 04:56:00	429	-	-	-	-	-	-	-	-	-	-	1016.4	-	
2023/04/01 04:57:00	428	-	-	-	-	-	-	-	-	-	-	1016.4	-	
2023/04/01 04:58:00	427	-	-	-	-	-	-	-	-	-	-	1016.3	-	
2023/04/01 04:59:00	426	-	-	-	-	-	-	-	-	-	-	1016.3	-	
2023/04/01 05:00:00	425	-	-	-	-	-	-	-	-	-	-	1016.3	-	
2023/04/01 05:01:00	424	-	-	-	-	-	-	-	-	-	-	1016.3	-	
2023/04/01 05:02:00	423	-	-	-	-	-	-	-	-	-	-	1016.3	-	
2023/04/01 05:03:00	422	-	-	-	-	-	-	-	-	-	-	1016.4	-	
2023/04/01 05:04:00	421	-	-	-	-	-	-	-	-	-	-	1016.3	-	
2023/04/01 05:05:00	420	-	-	-	-	-	-	-	-	-	-	1016.3	-	
2023/04/01 05:06:00	418	-	-	-	-	-	-	-	-	-	-	1016.3	-	
2023/04/01 05:07:00	417	-	-	-	-	-	-	-	-	-	-	1016.3	-	
2023/04/01 05:08:00	416	-	-	-	-	-	-	-	-	-	-	1016.3	-	
2023/04/01 05:09:00	415	-	-	-	-	-	-	-	-	-	-	1016.3	-	
2023/04/01 05:10:00	414	-	-	-	-	-	-	-	-	-	-	1016.3	-	
2023/04/01 05:11:00	413	-	-	-	-	-	-	-	-	-	-	1016.3	-	
2023/04/01 05:12:00	412	-	-	-	-	-	-	-	-	-	-	1016.3	-	
2023/04/01 05:13:00	411	-	-	-	-	-	-	-	-	-	-	1016.3	-	
2023/04/01 05:14:00	410	-	-	-	-	-	-	-	-	-	-	1016.3	-	
2023/04/01 05:15:00	408	-	-	-	-	-	-	-	-	-	-	1016.3	-	
2023/04/01 05:16:00	407	-	-	-	-	-	-	-	-	-	-	1016.3	-	
2023/04/01 05:17:00	406	-	-	-	-	-	-	-	-	-	-	1016.3	-	
2023/04/01 05:18:00	405	-	-	-	-	-	-	-	-	-	-	1016.3	-	
